id,preg_rate_color,chlamydia_rate_color,women_uninsured_rate_color,child_poverty_rate_color,adherents_rate_color,feature_rate_color,predicted_vals
48455,"rgb(8,81,156)","rgb(189,224,80)","rgb(100,51,18)","rgb(0,92,98)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
48457,"rgb(8,48,107)","rgb(138,171,31)","rgb(100,51,18)","rgb(0,92,98)","rgb(83,20,114)","rgb(105,105,105)","rgb(120,32,21)"
48459,"rgb(33,113,181)","rgb(114,142,25)","rgb(100,51,18)","rgb(0,124,132)","rgb(125,31,171)","rgb(105,105,105)","rgb(120,32,21)"
48461,"rgb(33,113,181)","rgb(114,142,25)","rgb(100,51,18)","rgb(0,188,200)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
48463,"rgb(8,48,107)","rgb(68,85,15)","rgb(100,51,18)","rgb(0,60,64)","rgb(41,10,56)","rgb(120,32,21)","rgb(105,105,105)"
48465,"rgb(8,48,107)","rgb(91,114,20)","rgb(100,51,18)","rgb(0,60,64)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
48467,"rgb(33,113,181)","rgb(138,171,31)","rgb(100,51,18)","rgb(0,188,200)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
48469,"rgb(8,48,107)","rgb(68,85,15)","rgb(100,51,18)","rgb(0,124,132)","rgb(41,10,56)","rgb(120,32,21)","rgb(105,105,105)"
48471,"rgb(222,235,247)","rgb(91,114,20)","rgb(129,66,23)","rgb(0,124,132)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
48473,"rgb(107,174,214)","rgb(68,85,15)","rgb(100,51,18)","rgb(0,124,132)","rgb(177,80,224)","rgb(120,32,21)","rgb(105,105,105)"
48475,"rgb(8,48,107)","rgb(91,114,20)","rgb(100,51,18)","rgb(0,156,166)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
48477,"rgb(158,202,225)","rgb(114,142,25)","rgb(100,51,18)","rgb(0,219,234)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
48479,"rgb(8,48,107)","rgb(91,114,20)","rgb(100,51,18)","rgb(0,60,64)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
48481,"rgb(8,81,156)","rgb(138,171,31)","rgb(100,51,18)","rgb(0,156,166)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
48483,"rgb(8,81,156)","rgb(200,229,109)","rgb(100,51,18)","rgb(0,219,234)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
48485,"rgb(8,81,156)","rgb(68,85,15)","rgb(100,51,18)","rgb(0,188,200)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
48487,"rgb(8,48,107)","rgb(114,142,25)","rgb(100,51,18)","rgb(0,124,132)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
48489,"rgb(8,48,107)","rgb(91,114,20)","rgb(100,51,18)","rgb(0,60,64)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
48491,"rgb(198,219,239)","rgb(114,142,25)","rgb(100,51,18)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)"
48493,"rgb(158,202,225)","rgb(161,200,36)","rgb(100,51,18)","rgb(13,240,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
48495,"rgb(8,48,107)","rgb(68,85,15)","rgb(100,51,18)","rgb(0,188,200)","rgb(62,15,85)","rgb(120,32,21)","rgb(105,105,105)"
48497,"rgb(66,146,198)","rgb(161,200,36)","rgb(100,51,18)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)"
48499,"rgb(33,113,181)","rgb(179,219,51)","rgb(100,51,18)","rgb(0,188,200)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
48501,"rgb(8,48,107)","rgb(161,200,36)","rgb(100,51,18)","rgb(0,188,200)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
48503,"rgb(8,48,107)","rgb(161,200,36)","rgb(227,149,95)","rgb(0,124,132)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
48505,"rgb(8,48,107)","rgb(138,171,31)","rgb(100,51,18)","rgb(0,60,64)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
48507,"rgb(8,48,107)","rgb(45,56,10)","rgb(100,51,18)","rgb(0,60,64)","rgb(147,36,200)","rgb(120,32,21)","rgb(105,105,105)"
49001,"rgb(66,146,198)","rgb(189,224,80)","rgb(227,149,95)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49003,"rgb(198,219,239)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49005,"rgb(222,235,247)","rgb(138,171,31)","rgb(227,149,95)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49007,"rgb(198,219,239)","rgb(179,219,51)","rgb(227,149,95)","rgb(0,219,234)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49009,"rgb(107,174,214)","rgb(200,229,109)","rgb(158,81,28)","rgb(200,252,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
49011,"rgb(222,235,247)","rgb(138,171,31)","rgb(227,149,95)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49013,"rgb(33,113,181)","rgb(200,229,109)","rgb(227,149,95)","rgb(13,240,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49015,"rgb(222,235,247)","rgb(200,229,109)","rgb(227,149,95)","rgb(13,240,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49017,"rgb(222,235,247)","rgb(114,142,25)","rgb(227,149,95)","rgb(13,240,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49019,"rgb(158,202,225)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,156,166)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
49021,"rgb(222,235,247)","rgb(138,171,31)","rgb(187,96,33)","rgb(0,188,200)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49023,"rgb(158,202,225)","rgb(189,224,80)","rgb(227,149,95)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49025,"rgb(158,202,225)","rgb(200,229,109)","rgb(227,149,95)","rgb(13,240,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
49027,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49029,"rgb(247,251,255)","rgb(200,229,109)","rgb(227,149,95)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49031,"rgb(107,174,214)","rgb(200,229,109)","rgb(129,66,23)","rgb(0,92,98)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
49033,"rgb(107,174,214)","rgb(114,142,25)","rgb(227,149,95)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49035,"rgb(158,202,225)","rgb(91,114,20)","rgb(227,149,95)","rgb(132,247,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(120,32,21)"
49037,"rgb(198,219,239)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,60,64)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
49039,"rgb(222,235,247)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,219,234)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49041,"rgb(107,174,214)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,219,234)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49043,"rgb(222,235,247)","rgb(138,171,31)","rgb(129,66,23)","rgb(200,252,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
49045,"rgb(198,219,239)","rgb(138,171,31)","rgb(187,96,33)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49047,"rgb(33,113,181)","rgb(179,219,51)","rgb(227,149,95)","rgb(132,247,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
49049,"rgb(247,251,255)","rgb(189,224,80)","rgb(227,149,95)","rgb(200,252,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49051,"rgb(198,219,239)","rgb(161,200,36)","rgb(227,149,95)","rgb(200,252,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
49053,"rgb(158,202,225)","rgb(161,200,36)","rgb(227,149,95)","rgb(132,247,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49055,"rgb(107,174,214)","rgb(179,219,51)","rgb(158,81,28)","rgb(0,219,234)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
49057,"rgb(66,146,198)","rgb(91,114,20)","rgb(158,81,28)","rgb(13,240,255)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
50001,"rgb(247,251,255)","rgb(161,200,36)","rgb(216,111,38)","rgb(200,252,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(120,32,21)"
50003,"rgb(222,235,247)","rgb(114,142,25)","rgb(227,149,95)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(120,32,21)"
50007,"rgb(247,251,255)","rgb(91,114,20)","rgb(227,149,95)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
50009,"rgb(222,235,247)","rgb(200,229,109)","rgb(227,149,95)","rgb(0,188,200)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
50011,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(132,247,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
50013,"rgb(247,251,255)","rgb(161,200,36)","rgb(216,111,38)","rgb(132,247,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
50015,"rgb(247,251,255)","rgb(161,200,36)","rgb(227,149,95)","rgb(132,247,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
50017,"rgb(247,251,255)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
50019,"rgb(198,219,239)","rgb(179,219,51)","rgb(227,149,95)","rgb(0,188,200)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
50021,"rgb(222,235,247)","rgb(161,200,36)","rgb(227,149,95)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
50025,"rgb(222,235,247)","rgb(161,200,36)","rgb(227,149,95)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
50027,"rgb(222,235,247)","rgb(189,224,80)","rgb(227,149,95)","rgb(132,247,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
51001,"rgb(8,81,156)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,124,132)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51003,"rgb(247,251,255)","rgb(138,171,31)","rgb(158,81,28)","rgb(200,252,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
51005,"rgb(158,202,225)","rgb(200,229,109)","rgb(187,96,33)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51007,"rgb(66,146,198)","rgb(138,171,31)","rgb(227,149,95)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51009,"rgb(222,235,247)","rgb(91,114,20)","rgb(187,96,33)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51011,"rgb(107,174,214)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,219,234)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51013,"rgb(222,235,247)","rgb(138,171,31)","rgb(227,149,95)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51015,"rgb(198,219,239)","rgb(138,171,31)","rgb(227,149,95)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51017,"rgb(107,174,214)","rgb(200,229,109)","rgb(187,96,33)","rgb(200,252,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
51019,"rgb(222,235,247)","rgb(189,224,80)","rgb(227,149,95)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51021,"rgb(222,235,247)","rgb(200,229,109)","rgb(187,96,33)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51023,"rgb(247,251,255)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
51025,"rgb(107,174,214)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,124,132)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
51027,"rgb(158,202,225)","rgb(200,229,109)","rgb(187,96,33)","rgb(0,92,98)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
51029,"rgb(158,202,225)","rgb(138,171,31)","rgb(158,81,28)","rgb(0,124,132)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
51031,"rgb(158,202,225)","rgb(114,142,25)","rgb(187,96,33)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51033,"rgb(33,113,181)","rgb(91,114,20)","rgb(158,81,28)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(120,32,21)"
51035,"rgb(66,146,198)","rgb(189,224,80)","rgb(158,81,28)","rgb(0,188,200)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51036,"rgb(158,202,225)","rgb(114,142,25)","rgb(129,66,23)","rgb(13,240,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
51037,"rgb(158,202,225)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,124,132)","rgb(83,20,114)","rgb(105,105,105)","rgb(120,32,21)"
51041,"rgb(247,251,255)","rgb(114,142,25)","rgb(158,81,28)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51043,"rgb(222,235,247)","rgb(179,219,51)","rgb(187,96,33)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51045,"rgb(222,235,247)","rgb(200,229,109)","rgb(158,81,28)","rgb(13,240,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
51047,"rgb(158,202,225)","rgb(114,142,25)","rgb(158,81,28)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51049,"rgb(66,146,198)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,156,166)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
51051,"rgb(158,202,225)","rgb(200,229,109)","rgb(187,96,33)","rgb(0,92,98)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
51053,"rgb(158,202,225)","rgb(68,85,15)","rgb(187,96,33)","rgb(13,240,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
51057,"rgb(66,146,198)","rgb(68,85,15)","rgb(187,96,33)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)"
51059,"rgb(247,251,255)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
51061,"rgb(222,235,247)","rgb(138,171,31)","rgb(227,149,95)","rgb(200,252,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
51063,"rgb(198,219,239)","rgb(189,224,80)","rgb(227,149,95)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51065,"rgb(222,235,247)","rgb(161,200,36)","rgb(129,66,23)","rgb(200,252,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
51067,"rgb(158,202,225)","rgb(161,200,36)","rgb(158,81,28)","rgb(0,219,234)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
51069,"rgb(158,202,225)","rgb(161,200,36)","rgb(129,66,23)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(120,32,21)"
51071,"rgb(107,174,214)","rgb(138,171,31)","rgb(227,149,95)","rgb(13,240,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
51073,"rgb(222,235,247)","rgb(179,219,51)","rgb(227,149,95)","rgb(132,247,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51075,"rgb(247,251,255)","rgb(161,200,36)","rgb(227,149,95)","rgb(200,252,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
51077,"rgb(107,174,214)","rgb(179,219,51)","rgb(187,96,33)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
51079,"rgb(66,146,198)","rgb(179,219,51)","rgb(129,66,23)","rgb(200,252,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(120,32,21)"
51081,"rgb(33,113,181)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,188,200)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
51083,"rgb(66,146,198)","rgb(91,114,20)","rgb(187,96,33)","rgb(0,156,166)","rgb(62,15,85)","rgb(105,105,105)","rgb(120,32,21)"
51085,"rgb(247,251,255)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
51087,"rgb(198,219,239)","rgb(91,114,20)","rgb(227,149,95)","rgb(132,247,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
51089,"rgb(33,113,181)","rgb(114,142,25)","rgb(158,81,28)","rgb(0,124,132)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
51091,"rgb(107,174,214)","rgb(200,229,109)","rgb(100,51,18)","rgb(0,219,234)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
51093,"rgb(198,219,239)","rgb(114,142,25)","rgb(187,96,33)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51095,"rgb(222,235,247)","rgb(179,219,51)","rgb(129,66,23)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51097,"rgb(107,174,214)","rgb(91,114,20)","rgb(129,66,23)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51099,"rgb(158,202,225)","rgb(91,114,20)","rgb(187,96,33)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51101,"rgb(198,219,239)","rgb(161,200,36)","rgb(158,81,28)","rgb(200,252,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
51103,"rgb(33,113,181)","rgb(68,85,15)","rgb(187,96,33)","rgb(0,156,166)","rgb(83,20,114)","rgb(105,105,105)","rgb(105,105,105)"
51105,"rgb(107,174,214)","rgb(200,229,109)","rgb(187,96,33)","rgb(0,92,98)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
51107,"rgb(247,251,255)","rgb(179,219,51)","rgb(129,66,23)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51109,"rgb(107,174,214)","rgb(179,219,51)","rgb(129,66,23)","rgb(13,240,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
51111,"rgb(107,174,214)","rgb(114,142,25)","rgb(187,96,33)","rgb(0,124,132)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
51113,"rgb(198,219,239)","rgb(179,219,51)","rgb(227,149,95)","rgb(13,240,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51115,"rgb(222,235,247)","rgb(189,224,80)","rgb(227,149,95)","rgb(132,247,255)","rgb(104,25,142)","rgb(105,105,105)","rgb(105,105,105)"
51117,"rgb(66,146,198)","rgb(114,142,25)","rgb(187,96,33)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
51119,"rgb(222,235,247)","rgb(138,171,31)","rgb(158,81,28)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51121,"rgb(247,251,255)","rgb(138,171,31)","rgb(227,149,95)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51125,"rgb(158,202,225)","rgb(138,171,31)","rgb(227,149,95)","rgb(13,240,255)","rgb(125,31,171)","rgb(105,105,105)","rgb(105,105,105)"
51127,"rgb(222,235,247)","rgb(179,219,51)","rgb(129,66,23)","rgb(200,252,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(105,105,105)"
51131,"rgb(8,81,156)","rgb(68,85,15)","rgb(129,66,23)","rgb(0,92,98)","rgb(147,36,200)","rgb(120,32,21)","rgb(105,105,105)"
51133,"rgb(8,81,156)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,156,166)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51135,"rgb(66,146,198)","rgb(91,114,20)","rgb(187,96,33)","rgb(0,124,132)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51137,"rgb(158,202,225)","rgb(114,142,25)","rgb(129,66,23)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(120,32,21)"
51139,"rgb(33,113,181)","rgb(179,219,51)","rgb(158,81,28)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(120,32,21)"
51141,"rgb(158,202,225)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,156,166)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
51143,"rgb(158,202,225)","rgb(91,114,20)","rgb(187,96,33)","rgb(0,219,234)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51145,"rgb(247,251,255)","rgb(179,219,51)","rgb(227,149,95)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51147,"rgb(247,251,255)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,124,132)","rgb(190,109,229)","rgb(105,105,105)","rgb(120,32,21)"
51149,"rgb(247,251,255)","rgb(45,56,10)","rgb(227,149,95)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51153,"rgb(158,202,225)","rgb(114,142,25)","rgb(227,149,95)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51155,"rgb(66,146,198)","rgb(138,171,31)","rgb(187,96,33)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51157,"rgb(222,235,247)","rgb(161,200,36)","rgb(227,149,95)","rgb(132,247,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(120,32,21)"
51159,"rgb(158,202,225)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,156,166)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
51159,"rgb(158,202,225)","rgb(91,114,20)","rgb(227,149,95)","rgb(0,156,166)","rgb(104,25,142)","rgb(105,105,105)","rgb(120,32,21)"
51161,"rgb(198,219,239)","rgb(161,200,36)","rgb(227,149,95)","rgb(200,252,255)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
51161,"rgb(198,219,239)","rgb(161,200,36)","rgb(227,149,95)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51163,"rgb(158,202,225)","rgb(189,224,80)","rgb(158,81,28)","rgb(132,247,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(120,32,21)"
51165,"rgb(198,219,239)","rgb(179,219,51)","rgb(129,66,23)","rgb(132,247,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)"
51167,"rgb(158,202,225)","rgb(200,229,109)","rgb(187,96,33)","rgb(0,124,132)","rgb(177,80,224)","rgb(105,105,105)","rgb(120,32,21)"
51169,"rgb(66,146,198)","rgb(189,224,80)","rgb(187,96,33)","rgb(0,156,166)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51171,"rgb(66,146,198)","rgb(161,200,36)","rgb(158,81,28)","rgb(132,247,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(120,32,21)"
51173,"rgb(66,146,198)","rgb(161,200,36)","rgb(187,96,33)","rgb(0,156,166)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)"
51175,"rgb(158,202,225)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51177,"rgb(198,219,239)","rgb(114,142,25)","rgb(227,149,95)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(105,105,105)"
51179,"rgb(222,235,247)","rgb(114,142,25)","rgb(187,96,33)","rgb(200,252,255)","rgb(190,109,229)","rgb(105,105,105)","rgb(120,32,21)"
51181,"rgb(158,202,225)","rgb(68,85,15)","rgb(187,96,33)","rgb(13,240,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51183,"rgb(8,81,156)","rgb(68,85,15)","rgb(187,96,33)","rgb(0,124,132)","rgb(177,80,224)","rgb(105,105,105)","rgb(120,32,21)"
51185,"rgb(158,202,225)","rgb(200,229,109)","rgb(187,96,33)","rgb(0,124,132)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)"
51187,"rgb(107,174,214)","rgb(138,171,31)","rgb(187,96,33)","rgb(200,252,255)","rgb(177,80,224)","rgb(105,105,105)","rgb(105,105,105)"
51191,"rgb(198,219,239)","rgb(200,229,109)","rgb(158,81,28)","rgb(0,188,200)","rgb(147,36,200)","rgb(105,105,105)","rgb(120,32,21)"
51193,"rgb(33,113,181)","rgb(114,142,25)","rgb(227,149,95)","rgb(0,188,200)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)"
51195,"rgb(66,146,198)","rgb(161,200,36)","rgb(187,96,33)","rgb(0,92,98)","rgb(190,109,229)","rgb(105,105,105)","rgb(120,32,21)"
51197,"rgb(107,174,214)","rgb(179,219,51)","rgb(158,81,28)","rgb(0,219,234)","rgb(125,31,171)","rgb(105,105,105)","rgb(120,32,21)"
51199,"rgb(247,251,255)","rgb(161,200,36)","rgb(227,149,95)","rgb(200,252,255)","rgb(164,51,219)","rgb(105,105,105)","rgb(120,32,21)"
51510,"rgb(66,146,198)","rgb(91,114,20)","rgb(100,51,18)","rgb(132,247,255)","rgb(147,36,200)","rgb(105,105,105)","rgb(105,105,105)"
51520,"rgb(107,174,214)","rgb(138,171,31)","rgb(187,96,33)","rgb(0,92,98)","rgb(41,10,56)","rgb(105,105,105)","rgb(120,32,21)"
51530,"rgb(247,251,255)","rgb(189,224,80)","rgb(227,149,95)","rgb(0,188,200)","rgb(62,15,85)","rgb(105,105,105)","rgb(105,105,105)"
51540,"rgb(222,235,247)","rgb(68,85,15)","rgb(227,149,95)","rgb(0,156,166)","rgb(41,10,56)","rgb(105,105,105)","rgb(105,105,105)"
